untrustworthy_flag,turnout_2020_binary,voted_biden_2020,voted_trump_2020,age,female,digital_literacy_index,ideo5_linear,pid7_linear,socmed_use_linear,newsint_linear,intuse_linear,race4_Black,race4_Hispanic,race4_Other,educ4_HS or less,educ4_Postgrad,educ4_Some college,region_Northeast,region_South,region_West,presvote16post_condensed_Did Not Vote,presvote16post_condensed_Hillary Clinton,presvote16post_condensed_Other
0,1,1,0,59,1,2.6666666666666665,2.0,2.0,6.0,4.0,4.0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,1,0,64,1,1.3333333333333333,4.0,6.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,76,0,3.0,3.0,1.0,1.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,0,63,0,2.3333333333333335,2.0,1.0,2.0,3.0,3.0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,0,1,83,0,3.0,4.0,5.0,1.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,0,1,61,1,4.0,3.0,7.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,59,1,4.0,1.0,1.0,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,59,1,2.3333333333333335,3.0,3.0,3.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0
1,1,1,0,66,0,4.5,1.0,3.0,3.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,1,64,0,3.1666666666666665,4.0,4.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,71,1,2.6666666666666665,1.0,1.0,6.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,0,77,1,3.5,2.0,1.0,5.0,4.0,3.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,74,0,2.6666666666666665,3.0,1.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,70,1,3.3333333333333335,3.0,1.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,45,1,3.0,3.0,3.0,1.0,3.0,4.0,0,0,1,0,1,0,0,0,1,0,1,0
1,1,1,0,30,1,3.6666666666666665,4.0,6.0,1.0,3.0,4.0,0,1,0,0,0,0,0,1,0,1,0,0
1,1,0,1,47,0,3.0,4.0,5.0,2.0,4.0,3.0,0,0,0,0,0,1,0,0,1,1,0,0
0,1,1,0,66,1,5.0,3.0,1.0,2.0,4.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,1,0,50,0,2.8333333333333335,3.0,3.0,4.0,4.0,4.0,0,0,0,0,0,1,0,1,0,1,0,0
0,1,0,1,78,1,1.0,4.0,6.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,62,1,3.3333333333333335,4.0,6.0,1.0,3.0,2.0,0,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,44,0,4.333333333333333,2.0,1.0,2.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,0,1,40,1,2.6666666666666665,4.0,5.0,1.0,3.0,2.0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,0,57,0,4.166666666666667,2.0,1.0,3.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,51,0,3.8333333333333335,3.0,3.0,6.0,3.0,3.0,0,0,1,0,0,0,0,0,1,1,0,0
1,1,0,0,54,1,4.333333333333333,1.0,1.0,3.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,1,0,69,1,1.3333333333333333,3.0,4.0,1.0,3.0,4.0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,1,0,71,1,5.0,1.0,1.0,4.0,4.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0
1,1,1,0,83,1,4.833333333333333,2.0,1.0,3.0,4.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,0,63,0,5.0,2.0,1.0,4.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,0,1,90,1,2.6666666666666665,4.0,7.0,5.0,3.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,64,0,2.3333333333333335,4.0,7.0,1.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,0,56,1,3.0,3.0,1.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,1,0,36,1,4.166666666666667,2.0,3.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,0,67,1,3.0,1.0,1.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,1,64,1,3.5,5.0,7.0,3.0,3.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,0,1,62,1,2.1666666666666665,5.0,7.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,52,1,5.0,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,1,0,61,0,2.5,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,0,62,1,3.5,2.0,1.0,1.0,3.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0
0,1,1,0,65,0,4.666666666666667,3.0,3.0,2.0,4.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,0,1,33,1,2.0,5.0,4.0,5.0,3.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,1,64,1,2.0,4.0,6.0,2.0,3.0,1.0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,0,70,1,2.0,2.0,1.0,1.0,3.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,0,40,0,3.3333333333333335,1.0,3.0,1.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,52,1,1.5,4.0,4.0,2.0,2.0,4.0,0,0,0,0,0,1,1,0,0,1,0,0
0,1,0,1,83,1,3.3333333333333335,3.0,6.0,1.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,52,1,4.333333333333333,5.0,7.0,1.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,1,60,1,4.333333333333333,3.0,4.0,5.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,71,0,4.333333333333333,1.0,1.0,2.0,4.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,0,64,0,1.0,3.0,4.0,1.0,1.0,3.0,0,0,0,0,1,0,0,0,1,1,0,0
1,1,1,0,62,1,5.0,1.0,3.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,0,1,67,1,2.5,5.0,7.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,73,0,3.8333333333333335,4.0,7.0,1.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0,1,42,1,1.6666666666666667,3.0,3.0,4.0,2.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,0,1,76,0,4.833333333333333,3.0,5.0,1.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0
1,1,0,1,68,1,3.6666666666666665,4.0,5.0,2.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,79,0,2.3333333333333335,3.0,7.0,1.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,56,1,3.3333333333333335,1.0,1.0,5.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,46,1,3.1666666666666665,2.0,2.0,2.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,74,0,5.0,5.0,7.0,3.0,4.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,1,0,62,1,2.5,2.0,1.0,1.0,3.0,4.0,0,1,0,0,1,0,1,0,0,0,1,0
0,1,1,0,67,1,3.8333333333333335,2.0,1.0,4.0,4.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0
0,1,1,0,49,1,3.6666666666666665,3.0,2.0,2.0,3.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,67,1,3.5,2.0,1.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,0,54,0,3.3333333333333335,2.0,1.0,1.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,1,0,52,0,3.3333333333333335,1.0,3.0,2.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,1,61,1,2.8333333333333335,3.0,7.0,1.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,0,1,59,1,2.0,5.0,7.0,1.0,1.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,1,30,0,4.666666666666667,3.0,5.0,3.0,3.0,4.0,0,0,1,0,1,0,0,0,1,1,0,0
1,1,0,1,65,0,4.0,5.0,7.0,5.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,65,0,3.5,3.0,5.0,3.0,4.0,4.0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,1,0,53,0,5.0,1.0,2.0,2.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,1,0,71,0,2.0,2.0,2.0,2.0,4.0,4.0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,0,1,63,0,2.3333333333333335,4.0,5.0,2.0,4.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,0,69,1,5.0,5.0,4.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,1,0,0,1
0,1,0,1,67,1,1.5,5.0,7.0,2.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,1,50,1,2.3333333333333335,5.0,5.0,3.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,1,60,1,5.0,5.0,6.0,2.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,64,1,3.3333333333333335,2.0,2.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,66,0,2.1666666666666665,2.0,1.0,4.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0,1,67,1,2.0,4.0,4.0,3.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1,76,0,3.8333333333333335,4.0,7.0,4.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,1,63,1,3.0,4.0,6.0,2.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,65,1,4.0,3.0,2.0,1.0,3.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,1,0,53,1,5.0,3.0,4.0,2.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,0,1,60,1,1.5,4.0,4.0,6.0,3.0,4.0,0,0,0,0,0,1,0,0,1,1,0,0
0,1,0,1,46,1,2.8333333333333335,4.0,6.0,2.0,2.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,34,1,5.0,5.0,7.0,6.0,4.0,4.0,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,19,1,4.5,1.0,3.0,6.0,4.0,4.0,0,0,1,0,0,1,1,0,0,1,0,0
1,1,0,1,75,1,3.5,3.0,6.0,3.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,64,0,5.0,3.0,1.0,3.0,4.0,1.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,0,1,52,0,3.1666666666666665,5.0,7.0,2.0,4.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0
1,1,1,0,73,1,3.1666666666666665,3.0,4.0,6.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,0,43,0,5.0,2.0,3.0,1.0,4.0,4.0,0,0,1,0,1,0,0,0,1,1,0,0
0,1,1,0,78,1,1.6666666666666667,2.0,1.0,2.0,4.0,3.0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,0,63,0,4.5,2.0,1.0,5.0,4.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0
1,1,1,0,67,0,3.8333333333333335,1.0,1.0,3.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,0,62,1,3.5,2.0,1.0,1.0,4.0,4.0,1,0,0,0,0,1,1,0,0,0,1,0
0,1,1,0,55,1,3.6666666666666665,2.0,1.0,4.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,0,1,65,0,4.0,4.0,5.0,3.0,4.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,0,71,1,3.5,1.0,1.0,4.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,0,1,51,0,3.5,3.0,7.0,2.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,1,85,0,3.1666666666666665,4.0,7.0,2.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0,1,50,0,4.333333333333333,4.0,7.0,6.0,4.0,4.0,0,0,0,1,0,0,0,1,0,1,0,0
0,1,1,0,55,1,1.0,1.0,1.0,2.0,2.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0
0,1,0,1,63,0,3.3333333333333335,4.0,7.0,3.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,63,0,2.8333333333333335,3.0,4.0,6.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,1,0,53,1,4.0,2.0,3.0,2.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,0,1,52,1,3.5,4.0,7.0,5.0,3.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,40,0,5.0,3.0,2.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,1,67,1,5.0,5.0,7.0,4.0,3.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,1,68,1,3.1666666666666665,4.0,7.0,5.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1,37,1,3.6666666666666665,4.0,7.0,3.0,3.0,4.0,0,0,0,0,0,1,0,1,0,1,0,0
1,1,0,1,68,1,1.0,5.0,7.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,75,0,1.1666666666666667,2.0,2.0,3.0,3.0,4.0,0,1,0,0,0,0,0,1,0,0,1,0
1,1,0,0,63,0,4.0,3.0,4.0,2.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,59,0,3.8333333333333335,3.0,4.0,6.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,1,0,53,1,4.0,3.0,3.0,1.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,0,63,1,4.0,2.0,3.0,4.0,2.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,1,0,48,1,4.5,1.0,1.0,1.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,1,0,72,1,4.0,2.0,1.0,3.0,4.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,1,0,85,1,1.3333333333333333,3.0,3.0,1.0,3.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,1,0,49,0,2.6666666666666665,3.0,2.0,4.0,3.0,3.0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,0,64,0,3.0,3.0,2.0,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,68,1,3.1666666666666665,2.0,3.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,1,0,0,1
1,1,0,1,66,0,3.8333333333333335,5.0,7.0,1.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,54,0,3.6666666666666665,3.0,2.0,1.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,0,26,0,4.166666666666667,2.0,2.0,2.0,3.0,4.0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,1,0,43,0,4.166666666666667,3.0,4.0,5.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,67,1,3.3333333333333335,2.0,1.0,2.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,0,1,76,1,3.6666666666666665,3.0,7.0,3.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,1,64,1,3.6666666666666665,5.0,7.0,1.0,4.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0,1,55,0,2.1666666666666665,3.0,6.0,1.0,1.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,30,0,5.0,1.0,1.0,4.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,41,1,4.666666666666667,2.0,2.0,5.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,1,0,54,0,5.0,1.0,1.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,1,0,58,1,3.1666666666666665,2.0,2.0,2.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,0,1,63,1,5.0,4.0,6.0,1.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1,0,61,1,4.333333333333333,1.0,1.0,2.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,1,79,1,1.8333333333333333,4.0,7.0,2.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1,51,0,2.0,5.0,7.0,5.0,3.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,0,1,50,1,3.5,3.0,4.0,5.0,4.0,4.0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,1,0,47,1,4.166666666666667,1.0,3.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,0,1,77,0,2.6666666666666665,4.0,5.0,1.0,4.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,1,69,1,2.8333333333333335,4.0,7.0,3.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
1,1,1,0,44,1,2.8333333333333335,2.0,1.0,6.0,3.0,4.0,0,1,0,0,0,1,1,0,0,0,1,0
0,0,0,0,51,1,4.333333333333333,1.0,3.0,6.0,4.0,4.0,0,0,0,1,0,0,0,1,0,1,0,0
0,1,1,0,51,0,4.333333333333333,3.0,2.0,1.0,2.0,1.0,0,0,0,0,0,1,1,0,0,1,0,0
0,1,1,0,61,0,4.166666666666667,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,64,0,5.0,3.0,2.0,1.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,1,76,0,2.6666666666666665,5.0,5.0,5.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,61,0,4.666666666666667,4.0,5.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,0,77,1,2.5,4.0,6.0,2.0,4.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,0,33,0,5.0,3.0,3.0,2.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,0,1,76,1,1.5,4.0,7.0,1.0,3.0,3.0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,1,0,62,0,1.3333333333333333,4.0,2.0,1.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,1,0,54,1,2.8333333333333335,2.0,2.0,5.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,0,41,1,3.6666666666666665,1.0,3.0,3.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,53,1,4.0,3.0,4.0,5.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,1,0,42,1,4.666666666666667,2.0,1.0,4.0,4.0,4.0,1,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,68,1,1.6666666666666667,3.0,2.0,2.0,4.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0
0,1,0,1,62,1,2.3333333333333335,4.0,5.0,3.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,1,0,60,1,4.0,1.0,1.0,2.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,80,0,1.6666666666666667,3.0,1.0,5.0,4.0,4.0,1,0,0,1,0,0,0,1,0,0,1,0
1,1,1,0,59,1,2.0,1.0,1.0,2.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,37,0,3.8333333333333335,3.0,2.0,2.0,3.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,0,43,0,5.0,1.0,1.0,1.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0,1,60,0,4.166666666666667,3.0,2.0,4.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,1,0,67,0,3.1666666666666665,1.0,1.0,1.0,4.0,4.0,0,1,0,1,0,0,0,0,1,1,0,0
0,1,1,0,57,1,3.6666666666666665,3.0,2.0,3.0,3.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0
1,1,0,1,60,0,3.1666666666666665,4.0,7.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,0,61,0,3.5,4.0,2.0,2.0,4.0,4.0,0,0,0,1,0,0,0,0,1,1,0,0
0,1,1,0,33,1,3.1666666666666665,2.0,4.0,6.0,3.0,4.0,1,0,0,0,0,1,0,1,0,1,0,0
1,1,0,1,76,0,2.0,5.0,5.0,3.0,4.0,4.0,0,0,0,0,0,1,0,1,0,1,0,0
1,1,1,0,44,1,4.333333333333333,2.0,1.0,1.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,0,1,81,1,4.166666666666667,4.0,7.0,3.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,1,0,39,1,4.0,1.0,1.0,5.0,3.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
1,1,0,1,61,0,1.5,3.0,4.0,3.0,3.0,4.0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,1,0,52,0,3.8333333333333335,3.0,4.0,5.0,3.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1
0,1,0,1,69,0,2.6666666666666665,3.0,4.0,1.0,4.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0
0,1,1,0,51,0,3.8333333333333335,3.0,4.0,1.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,1,0,51,1,4.0,3.0,4.0,1.0,2.0,3.0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0,84,0,2.3333333333333335,1.0,1.0,1.0,4.0,3.0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,0,1,53,0,2.3333333333333335,5.0,7.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,47,1,4.833333333333333,2.0,1.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,0,47,1,3.5,2.0,3.0,3.0,4.0,3.0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,0,59,1,2.5,1.0,1.0,3.0,4.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,1,0,33,0,4.833333333333333,1.0,1.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,0,75,0,4.833333333333333,2.0,1.0,3.0,4.0,4.0,1,0,0,0,0,1,0,0,1,0,1,0
0,1,1,0,35,1,4.0,1.0,4.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,0,56,1,5.0,3.0,6.0,3.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,1,36,0,3.3333333333333335,3.0,4.0,3.0,3.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,1,0,51,0,4.166666666666667,1.0,1.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,57,1,4.0,2.0,1.0,1.0,4.0,4.0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,1,0,62,0,4.333333333333333,3.0,3.0,1.0,3.0,4.0,1,0,0,0,0,0,0,1,0,0,1,0
0,1,0,0,37,1,5.0,1.0,3.0,3.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,0,1
0,1,1,0,56,0,3.1666666666666665,3.0,4.0,1.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,69,1,2.8333333333333335,2.0,4.0,3.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,0,1
0,1,1,0,77,1,2.1666666666666665,3.0,1.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,56,1,4.333333333333333,2.0,1.0,1.0,4.0,4.0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,0,1,63,0,4.5,3.0,4.0,5.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,58,1,2.5,3.0,2.0,1.0,2.0,4.0,0,0,0,0,0,1,0,0,1,1,0,0
1,1,1,0,74,0,4.166666666666667,2.0,1.0,1.0,4.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,1,0,27,0,3.1666666666666665,1.0,1.0,3.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,1,0
0,1,0,1,42,0,4.666666666666667,4.0,5.0,3.0,3.0,4.0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,1,0,40,1,3.8333333333333335,1.0,1.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,0,1,43,0,3.0,5.0,7.0,1.0,4.0,4.0,0,1,0,0,1,0,0,0,1,0,0,0
0,1,1,0,58,0,5.0,3.0,6.0,2.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,75,0,4.0,1.0,3.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,0,1,45,1,2.1666666666666665,3.0,5.0,3.0,4.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,49,1,3.1666666666666665,3.0,3.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,1,0,0
1,1,0,1,69,1,3.0,4.0,7.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,1,1,0,0
0,1,0,1,73,0,4.0,5.0,7.0,1.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,1,0,56,1,2.8333333333333335,3.0,3.0,4.0,3.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0,1,66,1,3.0,5.0,7.0,4.0,3.0,3.0,0,0,1,0,0,1,0,1,0,0,0,0
1,1,1,0,46,1,3.1666666666666665,1.0,3.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,49,0,4.166666666666667,1.0,1.0,3.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
1,1,1,0,65,0,4.5,3.0,3.0,1.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0
1,1,1,0,71,1,1.3333333333333333,2.0,2.0,3.0,2.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0
