untrustworthy_flag,turnout_2020_binary,voted_biden_2020,voted_trump_2020,age,female,digital_literacy_index,ideo5_linear,pid7_linear,socmed_use_linear,newsint_linear,intuse_linear,race4_Black,race4_Hispanic,race4_Other,educ4_HS or less,educ4_Postgrad,educ4_Some college,region_Northeast,region_South,region_West,presvote16post_condensed_Did Not Vote,presvote16post_condensed_Hillary Clinton,presvote16post_condensed_Other
0,1,1,0,22,1,3.8333333333333335,2.0,1.0,1.0,3.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,0,1,43,0,4.0,4.0,6.0,1.0,3.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
0,1,1,0,66,1,3.5,3.0,1.0,1.0,4.0,4.0,0,1,0,0,1,0,0,1,0,0,1,0
0,1,1,0,24,0,4.666666666666667,2.0,2.0,1.0,2.0,4.0,0,0,1,0,0,0,0,1,0,0,1,0
0,1,1,0,29,1,3.1666666666666665,4.0,6.0,6.0,1.0,4.0,0,0,0,0,1,0,1,0,0,0,0,1
0,1,1,0,28,1,4.0,3.0,2.0,5.0,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,1
0,1,1,0,42,1,2.6666666666666665,3.0,1.0,2.0,3.0,4.0,1,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0,29,1,3.5,1.0,1.0,1.0,3.0,4.0,0,0,1,0,1,0,0,0,1,0,1,0
1,1,1,0,32,0,3.1666666666666665,1.0,1.0,3.0,4.0,4.0,0,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0,25,0,3.6666666666666665,3.0,3.0,1.0,3.0,4.0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,0,27,0,4.833333333333333,3.0,3.0,1.0,3.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0,53,0,4.0,3.0,6.0,2.0,4.0,4.0,0,0,0,0,0,1,0,0,0,1,0,0
1,1,0,1,66,0,3.3333333333333335,5.0,7.0,3.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,52,1,4.333333333333333,3.0,7.0,4.0,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,56,0,3.1666666666666665,2.0,1.0,2.0,3.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,67,1,3.1666666666666665,2.0,2.0,2.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
1,1,0,1,71,0,4.166666666666667,5.0,7.0,3.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,57,1,5.0,2.0,1.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,64,0,4.333333333333333,5.0,5.0,2.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,0,1,72,0,5.0,5.0,4.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,56,0,4.0,3.0,5.0,1.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,53,0,2.6666666666666665,3.0,2.0,3.0,2.0,4.0,0,0,0,1,0,0,0,1,0,1,0,0
0,1,0,1,66,0,4.333333333333333,5.0,5.0,1.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,1,0,52,0,4.0,3.0,1.0,4.0,3.0,4.0,0,0,1,0,0,1,0,1,0,0,1,0
1,1,0,1,72,0,3.5,4.0,7.0,3.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,0,50,1,3.0,1.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,1,64,0,3.5,4.0,7.0,2.0,4.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,0,28,0,4.5,2.0,3.0,1.0,3.0,4.0,0,0,0,0,0,1,1,0,0,0,0,1
0,1,1,0,45,0,4.5,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,0,46,0,4.0,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,1,0,76,0,4.5,3.0,2.0,1.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,0,1,85,0,3.1666666666666665,5.0,7.0,1.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,40,0,5.0,3.0,1.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,1,0,55,0,1.5,1.0,1.0,5.0,2.0,4.0,0,0,0,0,0,1,0,0,1,1,0,0
0,1,1,0,60,1,5.0,3.0,4.0,1.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,0,1,62,1,4.0,4.0,6.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,32,0,3.3333333333333335,3.0,3.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,1,1,0,0
0,1,0,1,64,0,2.5,4.0,4.0,1.0,3.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,0,0,45,0,4.5,5.0,4.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0,1,58,0,3.0,5.0,7.0,5.0,4.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0
1,1,0,1,78,1,2.1666666666666665,4.0,7.0,6.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,1,0,72,0,2.8333333333333335,2.0,3.0,4.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0,1,57,1,2.6666666666666665,4.0,6.0,1.0,1.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0
0,1,0,1,73,1,3.0,4.0,5.0,2.0,3.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,1,81,1,2.1666666666666665,4.0,5.0,1.0,3.0,3.0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,0,81,0,4.666666666666667,3.0,1.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0
1,1,0,1,63,0,4.0,4.0,7.0,6.0,4.0,4.0,0,0,0,0,0,1,1,0,0,0,0,0
0,1,1,0,57,1,3.8333333333333335,2.0,1.0,1.0,4.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,0,1,56,0,4.5,4.0,5.0,5.0,4.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,1,0,56,1,2.6,3.0,2.0,6.0,2.0,4.0,1,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,24,0,3.5,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,0,60,1,3.1666666666666665,3.0,3.0,1.0,3.0,4.0,0,0,0,0,0,0,0,0,1,1,0,0
0,1,1,0,37,1,3.8333333333333335,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,1,0,0,1,0,0
0,1,1,0,68,1,2.3333333333333335,2.0,1.0,6.0,3.0,4.0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,0,1,52,0,4.833333333333333,3.0,3.0,2.0,4.0,4.0,0,0,1,0,0,1,1,0,0,0,0,0
1,1,1,0,53,1,2.1666666666666665,1.0,1.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
1,1,0,1,48,0,2.8333333333333335,5.0,7.0,2.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,44,0,5.0,1.0,1.0,2.0,3.0,4.0,0,0,1,0,0,1,0,0,1,0,1,0
0,1,1,0,61,0,4.833333333333333,3.0,2.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,0,1,54,0,5.0,3.0,7.0,6.0,4.0,4.0,0,0,0,1,0,0,1,0,0,0,0,0
0,1,1,0,31,0,5.0,3.0,2.0,2.0,3.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,1,0,59,0,3.0,2.0,1.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,55,1,1.8333333333333333,4.0,6.0,1.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,0,1,52,0,3.3333333333333335,5.0,7.0,1.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,1,0,33,1,4.166666666666667,1.0,1.0,1.0,4.0,4.0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,69,1,3.0,3.0,1.0,3.0,3.0,4.0,1,0,0,0,0,1,0,1,0,0,1,0
1,1,1,0,55,0,5.0,2.0,1.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,1,0,64,1,4.333333333333333,3.0,3.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,28,1,2.6666666666666665,2.0,1.0,1.0,4.0,2.0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,1,0,41,1,3.8333333333333335,2.0,2.0,2.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,1,0,65,1,3.5,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,0,0,45,0,2.5,4.0,4.0,3.0,3.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,0,1,55,0,3.1666666666666665,3.0,2.0,1.0,3.0,4.0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,50,1,4.333333333333333,3.0,3.0,4.0,2.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0
0,1,1,0,40,0,2.1666666666666665,3.0,2.0,2.0,3.0,3.0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,54,0,4.5,3.0,2.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
1,1,0,1,51,0,4.833333333333333,5.0,4.0,3.0,4.0,4.0,0,0,1,0,0,1,0,0,1,0,0,1
0,1,1,0,44,0,5.0,3.0,4.0,2.0,4.0,4.0,0,0,0,0,0,1,0,1,0,0,0,1
1,1,0,1,42,0,4.166666666666667,5.0,5.0,1.0,2.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,1,45,0,5.0,4.0,7.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,0,51,0,4.666666666666667,3.0,5.0,5.0,3.0,4.0,0,0,0,0,0,1,1,0,0,0,1,0
0,1,0,1,62,0,2.5,5.0,7.0,1.0,4.0,4.0,0,0,0,0,1,0,1,0,0,0,0,0
0,1,1,0,50,0,2.5,1.0,1.0,4.0,4.0,4.0,0,1,0,0,0,1,0,1,0,0,1,0
0,1,1,0,56,1,5.0,2.0,1.0,2.0,4.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0
1,1,0,1,59,1,3.6666666666666665,5.0,7.0,3.0,3.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,0,40,1,4.5,2.0,2.0,4.0,2.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0
0,1,0,1,58,0,2.6,4.0,7.0,1.0,4.0,4.0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,58,1,2.6666666666666665,4.0,6.0,1.0,1.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,1,0,53,1,4.166666666666667,2.0,3.0,2.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,26,0,3.1666666666666665,1.0,1.0,3.0,1.0,4.0,1,0,0,0,0,1,0,1,0,1,0,0
1,1,1,0,58,0,2.3333333333333335,1.0,1.0,4.0,4.0,4.0,0,0,0,0,0,1,0,0,1,0,1,0
0,1,0,1,52,1,1.6666666666666667,4.0,7.0,6.0,2.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0
